title,series_type,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score,imdb_votes
Fary Is the New Black,MOVIE,2018,,74,"comedy, european",FR,tt8201924,5.8,132
Robocar Poli,SHOW,2011,TV-Y,14,"family, fantasy, animation, comedy",KR,tt4763642,5.8,125
Hunter in the Blue Side of Manchester,MOVIE,2020,,89,drama,ID,tt11710234,5.8,43
Super Monsters: Once Upon a Rhyme,MOVIE,2021,,25,"family, animation",,tt14586752,5.8,38
Army of the Dead,MOVIE,2021,R,148,"horror, thriller, crime, scifi, action",US,tt0993840,5.7,166882
I Know What You Did Last Summer,MOVIE,1997,R,101,"horror, thriller",US,tt0119345,5.7,142696
Freddy vs. Jason,MOVIE,2003,R,97,"horror, action","IT, US",tt0329101,5.7,117986
Not Another Teen Movie,MOVIE,2001,R,89,comedy,US,tt0277371,5.7,104604
Oldboy,MOVIE,2013,R,104,"thriller, action, drama",US,tt1321511,5.7,75015
The Woman in the Window,MOVIE,2021,R,102,"thriller, crime, drama",US,tt6111574,5.7,70886
Sabotage,MOVIE,2014,R,109,"drama, thriller, western, action, crime",US,tt1742334,5.7,63007
Velvet Buzzsaw,MOVIE,2019,R,112,"thriller, horror, comedy",US,tt7043012,5.7,59491
The Do-Over,MOVIE,2016,PG-13,108,"action, comedy",US,tt4769836,5.7,45146
The Wrong Missy,MOVIE,2020,R,90,"comedy, romance",US,tt9619798,5.7,38647
The Kissing Booth 2,MOVIE,2020,,134,"comedy, romance",GB,tt9784456,5.7,30310
The Rental,MOVIE,2020,R,88,"thriller, drama, horror",US,tt10003008,5.7,29201
The Nut Job,MOVIE,2014,PG,85,"comedy, crime, family, animation","CA, KR",tt1821658,5.7,28295
Close,MOVIE,2019,R,95,"thriller, action, drama","GB, US",tt6896584,5.7,24063
Yes Day,MOVIE,2021,PG,86,"comedy, family",US,tt8521876,5.7,23141
Little Evil,MOVIE,2017,,94,"comedy, fantasy, horror",US,tt2937366,5.7,21009
A Christmas Prince,MOVIE,2017,PG,92,"romance, comedy, family",US,tt7608418,5.7,19456
Security,MOVIE,2017,R,87,"crime, thriller, action, european",US,tt3501112,5.7,18618
Windfall,MOVIE,2022,R,92,"thriller, crime, drama",US,tt15035360,5.7,17218
Little Italy,MOVIE,2018,R,102,"romance, comedy","US, CA",tt6957966,5.7,14492
Point Blank,MOVIE,2017,NC-17,86,"action, thriller, crime, drama",US,tt2499472,5.7,14184
In Darkness,MOVIE,2018,,110,thriller,"GB, US",tt5164184,5.7,13098
The Paramedic,MOVIE,2020,,94,"thriller, action, crime, drama",ES,tt11127690,5.7,12092
Acts of Vengeance,MOVIE,2017,R,87,"thriller, action, drama, crime, european","BG, US",tt6288694,5.7,11971
Christmas Inheritance,MOVIE,2017,,105,"romance, comedy, drama",US,tt7608534,5.7,11693
White Girl,MOVIE,2016,,88,"drama, horror, crime",US,tt4134536,5.7,10646
The Vanished,MOVIE,2020,R,115,"thriller, crime, action",US,tt9794630,5.7,10011
The Holiday Calendar,MOVIE,2018,,95,"romance, comedy, drama, fantasy",US,tt8262802,5.7,9985
Vampires vs. the Bronx,MOVIE,2020,PG-13,86,"comedy, horror",US,tt8976576,5.7,9627
El Camino Christmas,MOVIE,2017,,97,"crime, comedy, western",US,tt3255590,5.7,8519
Nightbooks,MOVIE,2021,,103,"fantasy, horror, family","CA, US",tt10521144,5.7,8278
Afterlife of the Party,MOVIE,2021,,109,"fantasy, drama, romance, comedy",US,tt11742798,5.7,8223
The Operative,MOVIE,2019,,116,"thriller, action, drama","IL, US, FR, DE",tt8000718,5.7,6099
Resort to Love,MOVIE,2021,PG,101,"comedy, romance",US,tt12929990,5.7,5586
Pok\\351mon: Mewtwo Strikes Back - Evolution,MOVIE,2019,PG,98,"animation, action, fantasy, family",JP,tt8856470,5.7,5384
Choked: Paisa Bolta Hai,MOVIE,2020,,114,"drama, thriller",IN,tt11651780,5.7,5333
Kurbaan,MOVIE,2009,R,161,"thriller, action, crime, drama, romance, sport",IN,tt1185442,5.7,5121
Ginny Weds Sunny,MOVIE,2020,,125,"drama, romance, comedy",IN,tt10543680,5.7,4699
Rangoon,MOVIE,2017,,167,"war, history, drama, romance, action",IN,tt4909752,5.7,4690
A Week Away,MOVIE,2021,,94,"drama, family, romance",US,tt11388278,5.7,4465
The After Party,MOVIE,2018,,89,"comedy, horror, music",US,tt3960240,5.7,4348
A Perfect Ending,MOVIE,2012,,110,"drama, romance",US,tt1823059,5.7,4308
Ares,SHOW,2020,TV-MA,29,"thriller, drama, horror",NL,tt8404520,5.7,4298
Revenger,MOVIE,2018,NC-17,102,"action, crime, thriller",KR,tt9426186,5.7,4252
Debt Collectors,MOVIE,2020,R,97,"comedy, action",US,tt10933680,5.7,4230
Happy Anniversary,MOVIE,2018,,78,comedy,US,tt6423886,5.7,4219
Pretty Smart,SHOW,2021,TV-14,24,"comedy, drama, romance",US,tt14369056,5.7,4209
Coming Home in the Dark,MOVIE,2021,,93,"horror, thriller",NZ,tt6874762,5.7,4049
Rocco,MOVIE,2016,,105,"documentation, european",FR,tt5788462,5.7,3972
100 Humans: Life's Questions. Answered.,SHOW,2020,TV-14,37,"documentation, reality",US,tt11823088,5.7,3958
Vita & Virginia,MOVIE,2019,,110,"drama, romance, european","IE, GB",tt5859882,5.7,3767
Moesha,SHOW,1996,TV-PG,21,"drama, comedy, family",US,tt0115275,5.7,3713
Duck Duck Goose,MOVIE,2018,PG,82,"comedy, family, animation",CN,tt4940416,5.7,3686
Good Sam,MOVIE,2019,PG,90,"drama, comedy",US,tt9032888,5.7,2890
Bomb Scared,MOVIE,2017,,89,"comedy, european",ES,tt6895746,5.7,2846
"Ken Jeong: You Complete Me, Ho",MOVIE,2019,,62,comedy,US,tt8466562,5.7,2368
Kitz,SHOW,2021,TV-MA,44,"thriller, drama","AT, DE",tt12104930,5.7,2302
Without Saying Goodbye,MOVIE,2022,,96,"romance, comedy","PE, ES",tt14404596,5.7,2125
Turkish Dance School,MOVIE,2017,PG-13,111,"drama, comedy",TR,tt7533878,5.7,2113
Rajma Chawal,MOVIE,2018,,129,"comedy, drama, family",IN,tt6747420,5.7,1815
The Takedown,MOVIE,2022,,119,"crime, drama, action, comedy",FR,tt13822738,5.7,1768
Jaguar,SHOW,2021,TV-MA,43,"war, action, drama, history",ES,tt11698590,5.7,1718
Wedding Unplanned,MOVIE,2017,,94,"comedy, romance, drama, european",FR,tt9519642,5.7,1610
Anonymously Yours,MOVIE,2021,R,101,"romance, drama",MX,tt16088568,5.7,1541
Feria: The Darkest Light,SHOW,2022,TV-MA,50,"scifi, crime, drama, fantasy, horror, thriller",ES,tt13323004,5.7,1532
1000 Miles from Christmas,MOVIE,2021,,102,"comedy, romance, family, fantasy",ES,tt13782052,5.7,1483
Lionheart,MOVIE,2018,,95,"drama, comedy",NG,tt7707314,5.7,1444
Fast & Furious Spy Racers,SHOW,2019,,26,"comedy, crime, drama, family, animation, action",US,tt8322592,5.7,1444
The Last Paradiso,MOVIE,2021,,107,"drama, romance",IT,tt11428926,5.7,1302
Caught by a Wave,MOVIE,2021,,99,"romance, drama, sport",IT,tt12013758,5.7,1265
Almost Love,MOVIE,2019,,94,"comedy, drama, romance",US,tt8739582,5.7,1087
Dad Wanted,MOVIE,2020,,102,"drama, family, comedy",MX,tt12721188,5.7,1058
Tell Me When,MOVIE,2020,,96,"drama, documentation, comedy",MX,tt10648198,5.7,964
Legends of the Hidden Temple,MOVIE,2016,PG,68,family,US,tt5333842,5.7,896
The Possessed,SHOW,2020,TV-MA,9,"thriller, horror",KR,tt12929796,5.7,882
Fate/Grand Order: First Order,MOVIE,2016,,72,"fantasy, animation",JP,tt6213810,5.7,865
Anjelah Johnson: Not Fancy,MOVIE,2015,,63,"comedy, documentation",US,tt4199110,5.7,686
The Chosen One,SHOW,2019,TV-MA,27,"thriller, drama",BR,tt9048368,5.7,661
Social Distance,SHOW,2020,TV-MA,20,"drama, comedy",US,tt14773740,5.7,651
Bayonet,MOVIE,2018,,101,drama,"MX, FI",tt6472116,5.7,549
Nicole Byer: BBW (Big Beautiful Weirdo),MOVIE,2021,,65,comedy,,tt15938722,5.7,500
Once a Gangster,MOVIE,2010,,95,"crime, action, comedy",HK,tt1611840,5.7,481
Prince of Peoria,SHOW,2018,TV-Y7,26,"comedy, family",US,tt8001718,5.7,471
Is It Cake?,SHOW,2022,TV-PG,38,reality,US,tt18314214,5.7,465
George Lopez: We'll Do It for Half,MOVIE,2020,,51,comedy,US,tt12358794,5.7,444
The Mr. Peabody & Sherman Show,SHOW,2015,,23,"comedy, scifi, animation, family, history",US,tt5021206,5.7,433
72 Cutest Animals,SHOW,2016,,27,documentation,AU,tt5815824,5.7,433
Standup and Away! with Brian Regan,SHOW,2018,TV-PG,25,comedy,US,tt9384194,5.7,390
Malena Pichot: Estupidez compleja,MOVIE,2018,,50,comedy,AR,tt7607370,5.7,360
Mumbai Delhi Mumbai,MOVIE,2014,PG,120,"comedy, romance",IN,tt4045666,5.7,354
Word Party,SHOW,2016,TV-Y,20,"animation, family",US,tt5235950,5.7,349
Kids on the Block,MOVIE,2019,,103,"comedy, family",TR,tt9533342,5.7,349
The Guardian,MOVIE,2021,,127,"horror, music, thriller, crime, drama",VN,tt14024066,5.7,319
Lilli,MOVIE,2018,PG,91,thriller,IN,tt8273258,5.7,278
I Missed You,MOVIE,2021,,96,"drama, romance",TW,tt14051714,5.7,243
Finally Found Someone,MOVIE,2017,,118,"comedy, romance",PH,tt7151438,5.7,229
The Heirs,MOVIE,2015,,71,drama,MX,tt2903370,5.7,224
Cyborg 009: Call of Justice,SHOW,2017,TV-14,24,"action, scifi, animation",JP,tt6921524,5.7,217
Girl's Revenge,MOVIE,2020,,81,drama,TW,tt13388018,5.7,190
H20: Mermaid Adventures,SHOW,2015,TV-Y,24,"comedy, drama, family, fantasy, romance, animation, european",FR,tt4610750,5.7,182
A StoryBots Christmas,MOVIE,2017,,25,"fantasy, comedy, family",US,tt7018722,5.7,156
Beyblade Burst Rise,SHOW,2019,,0,"action, scifi, sport, thriller, animation, fantasy",XX,tt11916718,5.7,156
Brad Paisley's Comedy Rodeo,MOVIE,2017,,63,comedy,US,tt6794448,5.7,151
The CEO,MOVIE,2016,PG-13,105,"drama, thriller",NG,tt5036924,5.7,121
Binti,MOVIE,2021,,99,drama,"TZ, GB",tt11867140,5.7,118
VeggieTales in the City,SHOW,2017,TV-Y,23,"comedy, family, music, animation",US,tt6562134,5.7,110
Nailed It! Germany,SHOW,2020,TV-14,35,reality,DE,tt11460744,5.7,100
Zoo,MOVIE,2018,,100,drama,,tt6149820,5.7,96
The Wishing Tree,MOVIE,2017,,99,"fantasy, drama",IN,tt2936628,5.7,92
No hay tiempo para la verg\\374enza,SHOW,2019,,44,reality,,tt11215130,5.7,82
The Fastest,SHOW,2021,TV-PG,35,reality,,tt15779034,5.7,76
Super Monsters Furever Friends,MOVIE,2019,,58,"fantasy, animation",,tt10087988,5.7,71
Ricardo O'Farrill: abrazo navide\\361o,MOVIE,2016,,31,comedy,MX,tt6475778,5.7,67
Alter Ego,MOVIE,2017,,111,drama,NG,tt7125822,5.7,55
Thug Life,MOVIE,2017,,134,"comedy, drama",IN,tt9537072,5.7,48
Fadily Camara: La plus dr\\364le de tes copines,MOVIE,2019,,54,comedy,FR,tt11168150,5.7,46
StarBeam: Beaming in the New Year,MOVIE,2021,,47,"animation, family",,tt16112918,5.7,32
Good Luck Chuck,MOVIE,2007,,101,"comedy, romance","CA, US",tt0452625,5.6,89755
Thir13en Ghosts,MOVIE,2001,R,91,"thriller, horror, fantasy","CA, US",tt0245674,5.6,86492
New Year's Eve,MOVIE,2011,PG-13,113,"comedy, romance, documentation",US,tt1598822,5.6,85658
The Midnight Sky,MOVIE,2020,PG-13,118,"drama, scifi, thriller, fantasy",US,tt10539608,5.6,81513
Johnny Mnemonic,MOVIE,1995,R,97,"scifi, thriller, action, drama","US, CA",tt0113481,5.6,71062
Dennis the Menace,MOVIE,1993,PG,95,"comedy, family",US,tt0106701,5.6,60779
Death at a Funeral,MOVIE,2010,R,92,comedy,US,tt1321509,5.6,49599
The Big Wedding,MOVIE,2013,R,90,"comedy, drama, romance",US,tt1931435,5.6,49549
A Bad Moms Christmas,MOVIE,2017,R,104,comedy,US,tt6365402,5.6,49478
Stowaway,MOVIE,2021,PG-13,117,"thriller, scifi, drama","DE, US",tt9203694,5.6,44054
Brick Mansions,MOVIE,2014,PG-13,90,"crime, drama, action, thriller","CA, FR",tt1430612,5.6,42137
The Ice Road,MOVIE,2021,PG-13,103,"thriller, drama, action",US,tt3758814,5.6,37401
Hold the Dark,MOVIE,2018,,125,"thriller, horror, action, drama",US,tt5057140,5.6,36500
Gunjan Saxena: The Kargil Girl,MOVIE,2020,,112,"drama, action, war",IN,tt10350626,5.6,34423
Love Happens,MOVIE,2009,PG-13,109,"drama, romance","CA, GB, US",tt4809870,5.6,32837
Beckett,MOVIE,2021,R,109,"thriller, action, crime, drama","BR, IT",tt10230994,5.6,25253
The Weekend Away,MOVIE,2022,,91,"thriller, crime, drama",GB,tt14817272,5.6,20207
Falling Inn Love,MOVIE,2019,,98,"comedy, romance",US,tt9860752,5.6,19091
America's Next Top Model,SHOW,2003,TV-14,44,reality,US,tt0391576,5.6,17843
Black Crab,MOVIE,2022,,114,"war, action, drama, scifi, thriller",SE,tt6708668,5.6,17101
"Love, Guaranteed",MOVIE,2020,,90,"comedy, romance",US,tt11100856,5.6,17092
Night Teeth,MOVIE,2021,,107,"comedy, action, crime, drama, fantasy, horror, thriller","GB, US",tt10763820,5.6,16890
Occupation: Rainfall,MOVIE,2020,R,128,"action, scifi",AU,tt8615822,5.6,14122
6 Years,MOVIE,2015,,84,"romance, drama",US,tt3984280,5.6,12441
Mohenjo Daro,MOVIE,2016,,155,"romance, drama, history, action",IN,tt3859980,5.6,11595
Good on Paper,MOVIE,2021,R,92,"romance, comedy",US,tt8231668,5.6,11401
Triple Threat,MOVIE,2019,R,96,"thriller, action","US, CN, TH",tt6644602,5.6,11115
The Sleepover,MOVIE,2020,,103,"action, family, comedy",US,tt10888708,5.6,10198
Sam & Cat,SHOW,2013,TV-G,24,"drama, family, comedy",US,tt2487090,5.6,9507
Birth of the Dragon,MOVIE,2017,PG-13,120,"drama, action","CN, US, CA",tt2720826,5.6,8112
I Hate Luv Storys,MOVIE,2010,PG,129,"drama, romance, comedy",IN,tt1667838,5.6,7994
Term Life,MOVIE,2016,R,93,"thriller, action, crime, drama",US,tt2978102,5.6,7860
Search Party,MOVIE,2014,R,93,comedy,US,tt2758904,5.6,7789
From Within,MOVIE,2008,R,89,"thriller, horror, documentation, war, european",US,tt1063056,5.6,7585
We Have Always Lived in the Castle,MOVIE,2019,,90,"thriller, drama",US,tt5952138,5.6,7063
America: The Motion Picture,MOVIE,2021,R,98,"action, animation, comedy, fantasy, history, scifi, war",US,tt6733874,5.6,6165
The Last Laugh,MOVIE,2019,,98,comedy,US,tt7427356,5.6,5692
I Am Michael,MOVIE,2015,,98,"drama, romance",US,tt5116866,5.6,5495
The Thundermans,SHOW,2013,TV-G,24,"action, scifi, family, comedy, drama",US,tt2712516,5.6,5340
Henry Danger,SHOW,2014,TV-G,24,"scifi, action, comedy, family",US,tt3596174,5.6,5245
An Easy Girl,MOVIE,2019,,92,"comedy, drama, european",FR,tt9632590,5.6,4911
One-Way to Tomorrow,MOVIE,2020,,90,"romance, comedy, drama",TR,tt11988512,5.6,4819
Perdida,MOVIE,2018,R,103,"crime, drama, thriller","AR, ES",tt7841496,5.6,4684
Ek Ladki Ko Dekha Toh Aisa Laga,MOVIE,2019,,121,"drama, romance, comedy",IN,tt8108164,5.6,4288
Why Did You Kill Me?,MOVIE,2021,R,83,"documentation, crime",US,tt14318430,5.6,4057
Inside Man: Most Wanted,MOVIE,2019,R,106,"thriller, action, crime",US,tt7832848,5.6,3927
Mubarakan,MOVIE,2017,PG-13,156,"drama, comedy, romance",IN,tt6272828,5.6,3906
The Young Messiah,MOVIE,2016,PG-13,120,"drama, fantasy",US,tt1002563,5.6,3542
Charming,MOVIE,2018,,90,"fantasy, animation, comedy, family",US,tt4086018,5.6,3467
Sky High,MOVIE,2020,,121,"crime, thriller, drama, action, european",ES,tt10978398,5.6,3465
Tyler Perry's A Madea Homecoming,MOVIE,2022,R,105,"comedy, drama, romance",US,tt14813966,5.6,3447
Gnome Alone,MOVIE,2017,PG,85,"fantasy, family, drama, comedy, thriller, music, animation","US, CA, GB",tt5851786,5.6,3410
"Love, Surreal and Odd",MOVIE,2017,G,95,"comedy, romance",TR,tt6555772,5.6,3216
Fireworks,MOVIE,2017,PG-13,90,"drama, documentation, fantasy, romance, scifi, family, animation",JP,tt6317962,5.6,3147
We Are Family,MOVIE,2010,PG,115,"drama, comedy, family",IN,tt1428459,5.6,3140
Cargo,MOVIE,2019,PG-13,113,"drama, fantasy, scifi",IN,tt8992946,5.6,2906
Bbuddah Hoga Terra Baap,MOVIE,2011,PG-13,118,"thriller, action, comedy, crime",IN,tt1869296,5.6,2884
All Hail,MOVIE,2022,,118,"comedy, drama",AR,tt16427718,5.6,2840
Furie,MOVIE,2019,,98,"thriller, drama, horror",FR,tt8246392,5.6,2731
Lowriders,MOVIE,2017,PG-13,99,"drama, crime",US,tt1366338,5.6,2519
Reality Z,SHOW,2020,TV-MA,31,"comedy, horror, scifi",BR,tt10241238,5.6,2437
In Good Hands,MOVIE,2022,,104,"drama, family, romance, comedy",TR,tt14898794,5.6,2325
Hawaizaada,MOVIE,2015,PG,157,"fantasy, drama",IN,tt4338154,5.6,1910
Getaway Plan,MOVIE,2017,,105,"thriller, crime, drama, action, european",ES,tt5003186,5.6,1850
The Girl From the Song,MOVIE,2017,,102,"drama, music, romance, european",ES,tt6336270,5.6,1750
Dancing Queens,MOVIE,2021,,110,"comedy, drama",SE,tt13032716,5.6,1672
Krishna and His Leela,MOVIE,2020,,125,"comedy, romance",,tt11773276,5.6,1562
Black Beach,MOVIE,2020,,115,"drama, thriller, fantasy, action","ES, US, BE",tt9660688,5.6,1544
Dragon Rider,MOVIE,2020,,100,"family, fantasy, animation, comedy, european","ES, BE, DE",tt7080422,5.6,1522
Zero,SHOW,2021,TV-MA,24,"scifi, action, comedy, drama, fantasy",IT,tt10619486,5.6,1270
Double Dad,MOVIE,2021,,103,"drama, comedy, family",BR,tt11821818,5.6,1262
Vampires,SHOW,2020,TV-MA,40,"scifi, drama, fantasy, horror",FR,tt11829316,5.6,1234
White Hot: The Rise & Fall of Abercrombie & Fitch,MOVIE,2022,R,88,documentation,US,tt19034522,5.6,1184
Latte and the Magic Waterstone,MOVIE,2022,,89,"comedy, animation, family, european","BE, DE",tt9038290,5.6,938
Tragic Jungle,MOVIE,2020,,96,drama,"MX, CO, FR",tt12792598,5.6,902
Theo Von: No Offense,MOVIE,2016,,65,"comedy, documentation",US,tt5066564,5.6,864
Meskina,MOVIE,2021,,98,"comedy, romance",NL,tt13691036,5.6,826
Dhoondte Reh Jaaoge,MOVIE,2009,PG,135,"comedy, drama",IN,tt1391544,5.6,812
Spivak,MOVIE,2018,,91,comedy,US,tt6342110,5.6,732
Dinosaur King,SHOW,2007,,21,"action, scifi, family, western, animation",JP,tt1524993,5.6,720
Look for a Star,MOVIE,2009,,117,"romance, comedy",HK,tt1312156,5.6,708
Hantu Kak Limah,MOVIE,2018,,111,"horror, comedy",MY,tt8757960,5.6,677
The (Silent) War,MOVIE,2019,,122,"thriller, crime, war, action, drama, european",ES,tt7336684,5.6,670
Fugitiva,SHOW,2018,TV-MA,90,"drama, crime, thriller, action",ES,tt7158972,5.6,658
Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,MOVIE,2016,,74,comedy,US,tt5571712,5.6,614
LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,MOVIE,2018,,22,"fantasy, action, comedy, scifi, animation",US,tt8205250,5.6,551
Metal Shop Masters,SHOW,2021,TV-MA,0,reality,US,tt15216520,5.6,546
Puerta 7,SHOW,2020,TV-MA,41,"thriller, crime, drama",AR,tt9170386,5.6,542
Tum Milo Toh Sahi,MOVIE,2010,,127,"drama, comedy",IN,tt1442583,5.6,522
The 9th Precinct,MOVIE,2019,,94,"fantasy, thriller, action, crime, drama",TW,tt10871460,5.6,521
Best Leftovers Ever!,SHOW,2020,TV-G,36,reality,US,tt13563634,5.6,515
Kings of Jo'Burg,SHOW,2020,TV-MA,51,"crime, thriller",ZA,tt13453828,5.6,491
Vai Anitta,SHOW,2018,TV-MA,40,"documentation, reality",BR,tt8961530,5.6,448
The Land of Cards,MOVIE,2013,,110,fantasy,IN,tt2261700,5.6,407
Coffee for All,MOVIE,2017,,69,"documentation, european","IT, AR",tt6721132,5.6,385
Extreme Engagement,SHOW,2019,,40,reality,,tt10521644,5.6,382
The War Next-door,SHOW,2021,TV-MA,32,comedy,MX,tt14821886,5.6,373
Mauli,MOVIE,2018,,134,"drama, action",IN,tt8826936,5.6,362
Nowhere Man,SHOW,2019,TV-MA,56,"crime, drama, thriller, action",TW,tt10895588,5.6,360
NY Prison Break: The Seduction of Joyce Mitchell,MOVIE,2017,,84,"crime, drama",US,tt6710568,5.6,322
My Amanda,MOVIE,2021,,89,"drama, romance",PH,tt13136084,5.6,301
LEGO Marvel Spider-Man: Vexed by Venom,MOVIE,2019,,25,"animation, action, comedy, family",US,tt10755644,5.6,290
My Birthday Song,MOVIE,2018,,95,thriller,IN,tt4335954,5.6,282
Noblemen,MOVIE,2018,,108,drama,IN,tt6514218,5.6,274
The Panti Sisters,MOVIE,2019,PG-13,108,"comedy, romance",PH,tt10637682,5.6,264
Sarbath,MOVIE,2021,,112,"romance, comedy, drama",IN,tt11143434,5.6,262
Love Never Lies,SHOW,2021,,50,reality,ES,tt14540924,5.6,228
76,MOVIE,2016,PG-13,118,"romance, drama",NG,tt2385126,5.6,220
In Defense of a Married Man,MOVIE,1990,,94,"drama, crime",US,tt0099833,5.6,200
The Snitch Cartel: Origins,SHOW,2021,TV-MA,48,"crime, drama",,tt14417802,5.6,182
Trivia Quest,SHOW,2022,TV-G,9,"family, fantasy, animation",US,tt18393972,5.6,176
Justice: Qalb Al Adala,SHOW,2017,TV-14,37,"drama, crime",US,tt5338544,5.6,155
The House Arrest of Us,SHOW,2020,TV-PG,26,"comedy, romance",PH,tt13280838,5.6,107
Saverio Raimondo: Il Satiro Parlante,MOVIE,2019,PG-13,53,comedy,,tt10242216,5.6,51
The Bridge,MOVIE,2017,,115,"romance, drama",CA,tt8193396,5.6,36
Who's the Boss,MOVIE,2020,,105,"comedy, romance",,tt13370858,5.6,36
Sammy & Co,SHOW,2014,TV-PG,14,"animation, european",US,tt2580128,5.6,30
Friday the 13th,MOVIE,2009,R,97,"horror, thriller",US,tt0758746,5.5,105938
The Cloverfield Paradox,MOVIE,2018,PG-13,102,"thriller, horror, scifi, drama, action",US,tt2548396,5.5,102759
Cop Out,MOVIE,2010,R,107,"comedy, thriller, action, crime",US,tt1385867,5.5,87673
Seventh Son,MOVIE,2014,PG-13,120,"fantasy, action","US, GB, CN, CA",tt1121096,5.5,76395
Unfriended,MOVIE,2015,R,82,"thriller, horror, drama",US,tt3901018,5.5,73854
Monster-in-Law,MOVIE,2005,PG-13,101,"romance, comedy","US, DE",tt0369735,5.5,60693
Rumor Has It...,MOVIE,2005,PG-13,97,"comedy, drama, romance",US,tt0398375,5.5,57894
Stuart Little 2,MOVIE,2002,G,78,"comedy, fantasy, animation, family",US,tt0243585,5.5,53746
Replicas,MOVIE,2018,PG-13,107,"thriller, drama, scifi","PR, US, GB, CN",tt4154916,5.5,37340
Sweet Girl,MOVIE,2021,R,110,"drama, thriller, action",US,tt10731768,5.5,30580
Marauders,MOVIE,2016,R,107,"thriller, action, crime",CA,tt3963816,5.5,21929
Love Wedding Repeat,MOVIE,2020,,100,"romance, comedy","IT, GB",tt5096470,5.5,20033
Unicorn Store,MOVIE,2017,,92,"fantasy, comedy, drama",US,tt2340044,5.5,19140
Saaho,MOVIE,2019,R,171,"thriller, action, crime, drama, romance",IN,tt6836936,5.5,18554
The Knight Before Christmas,MOVIE,2019,,92,"drama, fantasy, romance, comedy",US,tt10060094,5.5,17762
The Package,MOVIE,2018,R,94,"comedy, drama, thriller",US,tt7525778,5.5,17226
Hell Fest,MOVIE,2018,R,89,"horror, thriller",US,tt1999890,5.5,16610
A Very Murray Christmas,MOVIE,2015,,56,"comedy, music",US,tt4537842,5.5,15428
The Night Clerk,MOVIE,2020,R,90,"thriller, crime, drama, romance",US,tt7979142,5.5,14600
King of Thieves,MOVIE,2018,R,108,"drama, crime, history",GB,tt5789976,5.5,14081
Red Dot,MOVIE,2021,,86,"horror, thriller, drama",SE,tt11307814,5.5,13156
Rock the Kasbah,MOVIE,2015,R,100,"comedy, music, war","MA, US",tt3165590,5.5,11963
A Castle for Christmas,MOVIE,2021,,98,"romance, comedy, drama, family","US, GB",tt13070602,5.5,11727
Ratchet & Clank,MOVIE,2016,PG,94,"action, animation, comedy, family, scifi, fantasy","US, CA",tt2870834,5.5,10764
Ghosts of War,MOVIE,2020,R,94,"horror, thriller, fantasy, war",GB,tt6508228,5.5,9701
Sightless,MOVIE,2020,,89,"drama, thriller, horror",US,tt10303430,5.5,8113
The Wind,MOVIE,2019,R,86,"western, thriller, horror",US,tt8426594,5.5,8078
Duplicate,MOVIE,1998,PG,165,"comedy, action, crime, thriller",IN,tt0164550,5.5,7557
Piercing,MOVIE,2018,R,82,"thriller, horror","FR, US",tt6516314,5.5,7534
Dolly Kitty and Those Twinkling Stars,MOVIE,2019,R,120,"drama, comedy",IN,tt9176296,5.5,7522
The Princess Switch 3: Romancing the Star,MOVIE,2021,PG,106,"romance, comedy, drama, family",US,tt14731142,5.5,5618
My F\\374hrer,MOVIE,2007,,89,"drama, european, comedy, war",DE,tt0780568,5.5,4430
Grudge,MOVIE,2021,,104,"thriller, crime, drama",TR,tt13717980,5.5,4185
Elves,SHOW,2021,TV-14,24,"fantasy, horror, thriller, family, drama, scifi",DK,tt13231962,5.5,4075
The Legacy of a Whitetail Deer Hunter,MOVIE,2018,,83,"comedy, drama",US,tt4762824,5.5,3909
Mismatched,SHOW,2020,TV-MA,32,"comedy, drama, romance",IN,tt12719250,5.5,3712
When Angels Sleep,MOVIE,2018,,94,"thriller, drama, horror, fantasy, action, crime, european",ES,tt3732280,5.5,3619
Dedemin Fi\\u015fi,MOVIE,2016,PG,100,"comedy, family",TR,tt5191238,5.5,3524
Rip Tide,MOVIE,2017,,85,"drama, family, action, thriller",AU,tt6262764,5.5,3421
The Father Who Moves Mountains,MOVIE,2021,PG-13,108,"thriller, drama","RO, SE",tt8886670,5.5,3385
The Body,MOVIE,2019,,104,"thriller, comedy",IN,tt8130904,5.5,3321
Ordinary World,MOVIE,2016,,86,"drama, family, comedy, music",US,tt6102594,5.5,3034
Chaahat,MOVIE,1996,G,155,"drama, romance",IN,tt0172234,5.5,2837
The A List,SHOW,2018,TV-PG,27,"drama, crime, thriller",GB,tt9185110,5.5,2787
Sahara,MOVIE,2017,,86,"comedy, family, romance, animation, drama, european","FR, CA",tt4466894,5.5,2778
Homunculus,MOVIE,2021,,119,"drama, thriller, fantasy",JP,tt14404280,5.5,2632
Intuition,MOVIE,2020,,116,"thriller, crime",AR,tt12282598,5.5,2613
Bobby Jasoos,MOVIE,2014,,121,"drama, comedy, thriller",IN,tt3359290,5.5,2310
It's for Your Own Good,MOVIE,2017,,93,"comedy, european",ES,tt5790492,5.5,2284
A California Christmas: City Lights,MOVIE,2021,PG-13,105,"romance, comedy, drama",US,tt13701962,5.5,2231
Yucat\\341n,MOVIE,2018,PG,129,"comedy, romance, european",ES,tt6502956,5.5,2065
